Dataset,Model,train_split,avg_OA,avg_AA,avg_Kappa,num_runs
PU,SSRN,0.1,0.9582015117275773,0.8441959599033702,0.9582004259961556,5
PU,Spectral2DCNN,0.1,0.9809449596093405,0.8688241542969214,0.9809444646475141,5
PU,Spectral3DCNN,0.1,0.9846021974596744,0.8793939457977865,0.984601797495974,5
PU,SVM,0.1,0.9305436504844282,0.9335471054922103,0.9087387289116764,1
