Dataset,Model,train_split,avg_OA,avg_AA,avg_Kappa,num_runs
KSC,SSRN,0.1,0.9543923240938167,0.8704681423055474,0.954384730219663,5
KSC,Spectral2DCNN,0.1,0.9252878464818763,0.8027243907543508,0.925271912987844,5
KSC,Spectral3DCNN,0.1,0.8966737739872068,0.7614813772261682,0.8966517381104714,5
KSC,SVM,0.1,0.5684434968017058,0.4679675756270215,0.5198617170020887,1
