Dataset,Model,train_split,avg_OA,avg_AA,avg_Kappa,num_runs
IP,SSRN,0.1,0.9686178861788617,0.8801516819054601,0.9686149176062446,5
IP,Spectral2DCNN,0.1,0.8561084010840109,0.7930060870446729,0.8560928013876843,5
IP,Spectral3DCNN,0.1,0.8906016260162601,0.774615927462844,0.8905897658282742,5
IP,SVM,0.1,0.7502439024390244,0.7538999283086067,0.7181207594411125,2
